siren,siret_siege,denomination,nom_usage,sigle,naf,naf_numerique,tags_numerique,categorie_juridique,famille_ess,flag_ess_sirene,est_active,date_creation,tranche_effectifs,annee_effectifs,categorie_entreprise,caractere_employeur,societe_mission,rna,code_postal,commune,site_web,nom_structure_porteuse,sources,origines,methode_jointure,confiance_jointure,score_enrichissement
924231996,92423199600019,DOCAMEX,,DOCAMEX,63.11Z,True,hebergement,9220.0,association,True,True,2023-10-11,01,2023.0,PME,,,W751271332,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924245954,92424595400012,JUST A SUPER AWESOME ASSOCIATION,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2023-07-29,NN,,,,,W942011954,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924257421,92425742100017,OLDFRIENDSCLUB,,,63.12Z,True,portail_web,9220.0,association,True,True,2023-01-01,NN,,,,,W372019456,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924258288,92425828800035,TC INFOS,,,63.12Z,True,portail_web,9220.0,association,True,True,2022-08-24,NN,,,,,W595041115,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924271521,92427152100016,OPEN FOOD NETWORK EUROPE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2023-10-31,NN,,,,,W751271493,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924273345,92427334500018,FONDS DE DOTATION DU LIBRE,,,63.11Z,True,hebergement,9300.0,fondation,True,True,2018-04-10,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
924276611,92427661100010,PACKET CLEARING HOUSE,,PCH,62.02A,True,conseil_it,9220.0,association,True,True,2023-11-07,NN,,,,,W751270732,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924276678,92427667800019,AUTOHEBERG,,,63.11Z,True,hebergement,9220.0,association,True,True,2023-11-05,NN,,,,,W751271690,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924285067,92428506700014,LAUDINE INTERNET SERVICES,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2023-02-06,NN,,,,,W133037402,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924299605,92429960500015,TRANSFORMATION NUMERIQUE,,,62.02A,True,conseil_it,9220.0,association,True,True,2023-11-10,NN,,,,,W142017743,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924308463,92430846300018,KANADE,,,63.11Z,True,hebergement,9220.0,association,True,True,2023-10-31,NN,,PME,,,W751271505,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924316532,92431653200010,HEXAGONE MINECRAFT,,,63.11Z,True,hebergement,9220.0,association,True,True,2023-11-07,NN,,,,,W594013069,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924316565,92431656500010,HEXAGONE GTA,,,63.11Z,True,hebergement,9220.0,association,True,True,2023-11-07,NN,,,,,W594013066,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924316573,92431657300014,HEXAGONE GMOD,,,63.11Z,True,hebergement,9220.0,association,True,True,2023-11-07,NN,,,,,W594013067,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924318728,92431872800012,HEXAGONE GAMES,,,63.11Z,True,hebergement,9220.0,association,True,True,2023-11-07,NN,,,,,W594013068,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924360704,92436070400010,AJO SOLUTIONS,,,62.02A,True,conseil_it,9220.0,association,True,True,2023-11-19,NN,,,,,W142017755,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924361827,92436182700018,WINKSTARS,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2023-11-22,NN,,,,,W133038606,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924370778,92437077800012,OLYMPIAPE,,,58.21Z,True,edition_jeux,9220.0,association,True,True,2023-10-20,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
924384001,92438400100013,ASSOCIATION BXDEV,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2023-12-26,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
924390032,92439003200010,TROPICRAFT,,,63.12Z,True,portail_web,9220.0,association,True,True,2023-11-28,NN,,,,,W851006795,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924400401,92440040100015,SYSTEMS CONSULTING MICRO-SERVICES (SCMS),,,62.02A,True,conseil_it,9220.0,association,True,True,2023-12-01,NN,,,,,W443011393,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924413438,92441343800020,LES EDITIONS MASQUEES,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2023-11-24,NN,,,,,W181008469,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924418718,92441871800012,WORLD ECO,,,58.29C,True,edition_logiciel,9220.0,association,True,True,2023-06-12,NN,,,,,W751269956,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924430846,92443084600023,SECUROST,,,63.11Z,True,hebergement,9220.0,association,True,True,2023-04-27,NN,,,,,W852013203,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924466477,92446647700016,IC DOLAB FRANCE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2023-12-15,NN,,,,,W131018449,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924468952,92446895200016,WEB3 POUR TOUS,,,63.12Z,True,portail_web,9220.0,association,True,True,2022-10-28,NN,,,,,W061016096,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924486665,92448666500012,NEXUS ESGI JUNIOR CONSEIL,,NEXUS ESGI,62.02A,True,conseil_it,9220.0,association,True,True,2023-12-05,NN,,PME,,,W751271944,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924488844,92448884400011,FEDERATION DES EDITEURS D'INFORMATIQUE MEDICALE ET PARAMEDICALE AMBULATOIRE - (FEIMA),,,58.29C,True,edition_logiciel,9220.0,association,True,True,1996-08-27,NN,,,,,W334000779,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924497233,92449723300016,MODHEBERG,,,63.11Z,True,hebergement,9220.0,association,True,True,2023-12-27,NN,,,,,W751272386,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924510258,92451025800016,CAWOYLEL,,,62.02A,True,conseil_it,9220.0,association,True,True,2023-12-18,NN,,,,,W931028247,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924548233,92454823300023,INFRASKY,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-01-11,NN,,,,,W244007236,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924569908,92456990800016,LA GUILDE MEDIEVALE FANTASTIQUE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-01-10,NN,,,,,W596010827,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924574452,92457445200018,ASSOCIATION WORKPRO,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-01-09,NN,,,,,W9C1009350,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924575392,92457539200015,LA CHARIOTTE,,,62.02A,True,conseil_it,9220.0,association,True,True,2023-11-14,NN,,,,,W691108597,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924592744,92459274400016,ATELIER CYBER DU GRAND EST,,,62.02A,True,conseil_it,9260.0,association,True,True,2023-10-13,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
924597222,92459722200018,ACTIVOICE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-01-17,NN,,,,,W751272619,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924598741,92459874100016,NORTHHOST,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-01-09,NN,,,,,W133038799,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924601529,92460152900010,STREAM EVENTZ,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-01-04,NN,,,,,W715007566,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924606106,92460610600012,NEND-HOSTING,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-01-30,NN,,,,,W103008890,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924616220,92461622000027,TOKEJ,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-01-27,NN,,,,,W133038880,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924618135,92461813500017,B.UG.METZ-BLENDER USER GROUP METZ,,,62.01Z,True,dev_logiciel,9260.0,association,True,True,2016-01-05,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
924618275,92461827500011,MED STUD TECH,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-01-31,NN,,,,,W751272820,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924634306,92463430600014,OVERBAL,,,62.02A,True,conseil_it,9220.0,association,True,True,2024-01-24,NN,,,,,W442029150,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924642036,92464203600017,ASSOCIATION TLON,,,63.12Z,True,portail_web,9220.0,association,True,True,2023-11-18,NN,,,,,W301009328,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924658974,92465897400010,ASTRINET,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-02-09,NN,,,,,W943011436,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924666399,92466639900028,AU TRAVERS,,,62.02A,True,conseil_it,9220.0,association,True,True,2022-12-24,NN,,,,,W891009177,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924676729,92467672900016,COLLECTIF DE L'INFRASTRUCTURE MUTUALISEE,,CLIM,63.11Z,True,hebergement,9220.0,association,True,True,2024-01-17,NN,,,,,W941019346,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924697451,92469745100012,LA MOUETTE RADIEUSE,,,62.02A,True,conseil_it,9220.0,association,True,True,2024-02-14,NN,,,,,W132010093,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924702095,92470209500028,ANIMALERT,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-02-15,NN,,,,,W751273035,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924720113,92472011300019,VECT'HEURE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-01-20,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
924739709,92473970900013,HWHOST,,,63.11Z,True,hebergement,9260.0,association,True,True,2024-03-11,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
924811904,92481190400011,SPLRGE,,,62.02A,True,conseil_it,9220.0,association,True,True,2024-03-19,NN,,,,N,W953013345,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
924819204,92481920400018,L'ASSO D'ISMEE,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-03-20,NN,,,,N,W332034564,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
925147175,92514717500010,GUILD OPEN TECH (GOT),,,62.02A,True,conseil_it,9220.0,association,True,True,2023-12-06,NN,,,,N,W751272101,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
925211070,92521107000014,DIGITAL DEMOCRACY DEFENDERS (3D),,,63.12Z,True,portail_web,9220.0,association,True,True,2024-03-20,NN,,,,N,W751273504,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
925211518,92521151800012,NUMINA,,,58.29C,True,edition_logiciel,9220.0,association,True,True,2023-10-10,NN,,PME,,N,W751271339,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
925256711,92525671100019,NEXUSCRAFT STUDIO,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-04-01,NN,,,,N,W521006424,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
925257776,92525777600011,HOTELIOS,,,58.29C,True,edition_logiciel,5458.0,cooperative,True,True,2024-04-02,NN,,,,N,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
925322620,92532262000012,IA POUR LA SECURITE GLOBALE,,,62.02A,True,conseil_it,9220.0,association,True,True,2024-03-18,NN,,,,N,W343032162,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
925388233,92538823300015,RENN.ES,,,62.02A,True,conseil_it,9220.0,association,True,True,2024-03-16,NN,,,,N,W751273537,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
925393589,92539358900013,ASSOCIATION INFORMATIQUE ZENPROJECT,,,62.02A,True,conseil_it,9220.0,association,True,True,2024-03-31,NN,,,,N,W951007469,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
925395626,92539562600011,PHREAKS 2600,,,62.02A,True,conseil_it,9220.0,association,True,True,2024-03-12,NN,,,,N,W784011280,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
927461608,92746160800014,VARINFOS,,,63.12Z,True,portail_web,9220.0,association,True,True,2023-09-18,NN,,,,N,W832021608,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
927464578,92746457800016,HOOKUPS,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-04-04,NN,,,,N,W173010618,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
927548347,92754834700016,COOPERATIVE DES COMMUNS NUMERIQUES DES TERRITOIRES,,COOPCONUT,63.12Z,True,portail_web,5560.0,cooperative,True,True,2024-03-05,NN,,,,N,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
927696823,92769682300016,SAFE CYBER INITIATIVE,,,62.02A,True,conseil_it,9220.0,association,True,True,2024-01-11,NN,,,,N,W833009429,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
927769620,92776962000018,COBRA-HOST,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-03-11,NN,,,,N,W262007867,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
927837120,92783712000017,CORENTIN WEBSITE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-03-12,NN,,,,N,W175004876,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
927919084,92791908400016,UBIQ,,,62.01Z,True,dev_logiciel,5710.0,,True,True,2024-04-18,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
927993352,92799335200016,LOKENKAS,,,62.01Z,True,dev_logiciel,9220.0,association,True,False,2024-04-04,NN,,,,N,W643013404,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
928089333,92808933300019,CLUB INFORMATIQUE DE SAULXURES LES NANCY,,,62.02A,True,conseil_it,9220.0,association,True,True,2018-07-17,NN,,,,N,W543010572,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
928157122,92815712200013,EN RENFORT,,,62.01Z,True,dev_logiciel,5710.0,,True,True,2024-04-29,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
928302751,92830275100013,ENGAGETECH SOCIAL,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-04-24,NN,,,,N,W751274084,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
928638428,92863842800013,HAMMERHEAD STUDIO,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-04-30,NN,,,,N,W336007835,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
928731470,92873147000011,ZONE DELTA,,ZD,62.01Z,True,dev_logiciel,9220.0,association,True,True,2023-08-09,NN,,,,N,W901006525,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
928826999,92882699900015,JUNIOR ACCEPTE(E),,JA,62.01Z,True,dev_logiciel,9220.0,association,True,True,2023-05-06,NN,,,,N,W841007285,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
928836584,92883658400013,US LIFE,,,62.03Z,True,hebergement,9220.0,association,True,True,2024-05-09,NN,,,,N,W372020143,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
928902774,92890277400019,INCLUSION AI TECH (INCLUSIONAITECH),,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2020-01-12,NN,,,,N,W783011138,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
928952860,92895286000015,COHORTES CO,,,62.01Z,True,dev_logiciel,5710.0,,True,True,2024-05-01,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
928955426,92895542600020,LEXIA FRANCE,,LEXIA,62.01Z,True,dev_logiciel,5710.0,,True,True,2024-10-20,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
928984426,92898442600017,LOOP MEDIAS,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-05-05,NN,,,,N,W172010797,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
928988872,92898887200018,RESILIEN,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-05-07,NN,,,,N,W422011331,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929011195,92901119500013,INNOV'AGIR,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2020-05-22,NN,,,,N,W751256720,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929057024,92905702400010,CAPLANNO (COMMUNAUTE DES ACTEURS DE PLANNO),,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-04-26,NN,,,,N,W751274212,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929238970,92923897000016,TONTON VELO,,,63.12Z,True,portail_web,9220.0,association,True,True,2009-03-31,NN,,,,N,W782000415,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929244762,92924476200019,LAVALEURSURE,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-05-17,NN,,,,N,W532007704,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929263838,92926383800013,GAME OF ARKADIA,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-04-09,NN,,,,N,W212014912,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929264539,92926453900016,GROUPE EN LIGNE UNIFIANT LES EVALUATIONS DES ENSEIGNEMENTS ET DES STAGES GELULES,,,63.12Z,True,portail_web,9220.0,association,True,True,2013-12-11,NN,,,,N,W595022872,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929347730,92934773000012,A4G INFO,,,62.02A,True,conseil_it,5710.0,,True,True,2024-05-10,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
929373553,92937355300015,HERISSON BLEU,,,63.11Z,True,hebergement,9220.0,association,True,True,2005-04-29,NN,,,,N,W921005396,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929403509,92940350900011,DIUM-CORP,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-05-23,NN,,,,N,W722005876,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929428480,92942848000016,WIRO LOGICIEL LIBRE,,26 RUE JULES FERRY,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-05-28,NN,,,,N,W931028813,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929510238,92951023800017,IEYES,,,58.29C,True,edition_logiciel,5710.0,,True,True,2024-05-31,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
929565414,92956541400018,CAPITALILLE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-03-08,NN,,,,N,W595043585,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929632297,92963229700016,LOGMOTION,,,62.02A,True,conseil_it,5710.0,,True,True,2024-06-01,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
929650612,92965061200013,CRAFTSERV,,,62.02A,True,conseil_it,9220.0,association,True,True,2024-05-28,NN,,,,N,W543016468,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929778231,92977823100019,OBSERVATOIRE DES JOURNALISTES ET DE L'INFORMATION MEDIATIQUE,,,63.12Z,True,portail_web,9220.0,association,True,True,2012-06-11,NN,,PME,,N,W751215205,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
929885408,92988540800013,STATOSCOP,,,63.11Z,True,hebergement,5460.0,,True,True,2024-06-10,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
929971596,92997159600010,ALVADO.CO,,,63.12Z,True,portail_web,5710.0,,True,True,2024-05-29,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
930008024,93000802400018,FRENCH HOST,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-06-12,NN,,,,N,W841007473,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930008511,93000851100014,CLUB INFORMATIQUE DE L'ENSEEIHT,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2016-11-17,NN,,,,N,W313025398,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930088562,93008856200010,FIVEHOST,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-06-13,NN,,,,N,W251010664,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930169032,93016903200016,COMMUTATIO,,,63.12Z,True,portail_web,5710.0,,True,True,2024-06-18,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
930214226,93021422600019,NTICOM & TECH- NOUVELLES TECHNOLOGIES DE COMMUNICATION & HI-TECH,,NTICOM HI- TECH,62.01Z,True,dev_logiciel,5710.0,,True,True,2024-06-26,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
930270749,93027074900011,HEURIST NETWORK,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-05-21,NN,,,,N,W751274398,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930287511,93028751100016,AI - DIGITAL,,,62.02A,True,conseil_it,9220.0,association,True,True,2024-06-13,NN,,,,N,W743007161,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930495882,93049588200019,BIOMANIA,,,62.01Z,True,dev_logiciel,5710.0,,True,True,2024-06-10,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
930520564,93052056400012,PROHOSTING,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-06-26,NN,,,,N,W443011674,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930540430,93054043000012,ROND STUDIO,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-04-09,NN,,,,N,W332034655,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930591029,93059102900010,LABEL REUNIPRO,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-06-18,NN,,,,N,W9R2010938,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930697396,93069739600016,LEBUREAU.COOP,,,63.11Z,True,hebergement,5460.0,,True,True,2024-06-28,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
930704366,93070436600010,ASSOCIATION MANTRA,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-07-01,NN,,,,N,W9R4009434,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930711130,93071113000011,EDOSSAH,,EDOSSAH,62.01Z,True,dev_logiciel,5710.0,,True,True,2024-06-13,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
930792403,93079240300014,NEXUSTECH,,,63.11Z,True,hebergement,9220.0,association,True,False,2024-06-30,NN,,,,N,W212014984,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930852637,93085263700014,ASSOCIATION LE KIWI,,,62.02A,True,conseil_it,9220.0,association,True,True,2024-06-28,NN,,,,N,W372020224,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930937396,93093739600016,HUBMONSTER.IO.,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-06-26,NN,,,,N,W9M1011770,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
930956404,93095640400014,ACTUARISK METRICS,,,62.02A,True,conseil_it,5710.0,,True,True,2024-07-04,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
931043954,93104395400011,NOXY E-SPORT,,,58.21Z,True,edition_jeux,9220.0,association,True,True,2024-07-11,NN,,,,N,W723018033,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
931143309,93114330900017,KIBUTECH ASSO,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-05-11,NN,,,,N,W9G2016780,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
931182018,93118201800016,FUROSU,,,62.01Z,True,dev_logiciel,5710.0,,True,True,2024-07-13,NN,,,,N,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
931214126,93121412600019,WEBMIEL,,,58.29C,True,edition_logiciel,5306.0,,True,True,2024-07-18,NN,,,,O,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
931383244,93138324400015,TRIFLE ENTERTAINMENT,,,58.21Z,True,edition_jeux,9220.0,association,True,True,2024-02-08,NN,,,,N,W751272964,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
931386361,93138636100014,MON PETIT TESTAMENT,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2024-07-16,NN,,,,N,W751275113,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
931504575,93150457500016,NODAHEBERG,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-07-26,NN,,,,N,W423015508,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
931524870,93152487000025,VYROHOST,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-07-22,NN,,,,N,W593008914,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
931529127,93152912700017,PANDAFLANDRES,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-07-08,NN,,,,N,W594013279,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
931657530,93165753000016,SPACE COMMUNITY,,,63.11Z,True,hebergement,9220.0,association,True,True,2024-07-27,NN,,,,N,W452019514,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
931670053,93167005300012,SOLESM'CONNECT,,,63.12Z,True,portail_web,9220.0,association,True,True,2024-07-08,NN,,,,N,W592009553,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
