siren,denominationUniteLegale,nomUniteLegale,activitePrincipaleUniteLegale,economieSocialeSolidaireUniteLegale,categorieJuridiqueUniteLegale,trancheEffectifsUniteLegale,sources,methode_jointure
313967945,SYNERGIE EST @RSOE - UNION DE COOPERATIVES DE SERVICES AUX ORGANISMES D'ELEVAGE ET D'EXPLOITATION DES DONNEES,,62.01Z,O,6318,NN,sirene,siren_direct
314175613,UNION COOP AGR CENTRE POUR INFORM GESTI,,62.01Z,O,6318,NN,sirene,siren_direct
315249771,ASS GESTION INFORMAT BATIM TRAVAUX PUBLI,,63.11Z,O,9220,NN,sirene,siren_direct
315576983,INSTITUT DE SEMINAIRES INTERNA,,63.11Z,O,9220,NN,sirene,siren_direct
316313592,VILLENEUVE ST GEORGES INFOR,,63.11Z,O,9220,NN,sirene,siren_direct
317119774,ORGAN TEMPOR 10 COLLOQ RADIO IMMONOLOGUE,,63.11Z,O,9220,NN,sirene,siren_direct
317252799,ASS VALLEE OISE ORGAN CONGRES,,63.11Z,O,9220,NN,sirene,siren_direct
317454114,LES AMIS DU PERE LEBRET,,63.11Z,O,9220,NN,sirene,siren_direct
317495646,ALMA,,62.01Z,O,5560,22,sirene,siren_direct
317517654,CENTRE ETUDES MICRO ORDINATEUR SERVICES,,63.11Z,O,9220,NN,sirene,siren_direct
317888162,CHAROLAIS INFORMATIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
318149069,VIDEOGRAMME DE L ELYSEES,,63.11Z,O,9220,NN,sirene,siren_direct
318636123,CTRE DOCUMENTATION TIERS MONDE,,63.11Z,O,9220,01,sirene,siren_direct
318685757,CLUB INFORMAT DU DETAIL,,63.11Z,O,9220,NN,sirene,siren_direct
318720810,GROUPE LIEUX COMMUNS,,63.11Z,O,9220,NN,sirene,siren_direct
319393500,COPROPRIETE LE FONTAINEBLEAU,,63.11Z,O,9220,NN,sirene,siren_direct
319754883,ASSOC INTERPROF SERV SUD AISNE,,63.11Z,O,9220,NN,sirene,siren_direct
320279755,CTRE INFORM MUTUAL AGRIC FLAND ART PICAR,,63.11Z,O,9220,NN,sirene,siren_direct
321069874,ASSOCIATION CHAMPOLLION,,62.01Z,O,9220,NN,sirene,siren_direct
321079600,IMAGICIEL,,63.11Z,O,9220,NN,sirene,siren_direct
322259425,AIDE INFORMATION COLLECTIVITE,,63.11Z,O,9220,NN,sirene,siren_direct
322747510,COMITE DU MARRON DE REDON,,63.11Z,O,9220,NN,sirene,siren_direct
322837253,ASS REN ETUDE COMMUNAUTES EURO,,63.11Z,O,9220,NN,sirene,siren_direct
323169060,BUR INTER AFGHANISTAN,,63.11Z,O,9220,NN,sirene,siren_direct
323378067,ISC CREATION ENTREPRISE,,63.11Z,O,9220,NN,sirene,siren_direct
324006188,LOGICENTRE HLM,,63.11Z,O,9220,NN,sirene,siren_direct
324079508,TECHNIQUES - GESTION INFORMATIQUE,,63.11Z,O,5460,11,sirene,siren_direct
324082049,ASSO REGARD SUR PARIS,,63.11Z,O,9220,NN,sirene,siren_direct
324144831,POUR L ART,,63.11Z,O,9220,NN,sirene,siren_direct
324180991,CENTRE RECHER INFORM FEMINISTE,,63.11Z,O,9220,NN,sirene,siren_direct
324216092,BATIMENT INDUSTRIE CONSTRUCTIO,,63.11Z,O,9220,NN,sirene,siren_direct
324521566,AGIR FORMAT RECHER DEVELOPPEME,,63.11Z,O,9220,NN,sirene,siren_direct
324803113,ASS BIOLOG CONTROL QUALIT CHAMP ARDENNES,,63.11Z,O,9220,NN,sirene,siren_direct
324895747,IRYS INS RELAXATION YOGA SOPHR,,63.11Z,O,9220,NN,sirene,siren_direct
325156842,ASS REG INFORMATION DOCUMENTATION ETUDES,,63.11Z,O,9220,NN,sirene,siren_direct
325223428,OFFRAMATIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
325577856,ASSOCIATION OCTA,,62.02A,O,9220,NN,sirene,siren_direct
325894467,ASS FORMAT CADRES GROUPE CIC,,63.11Z,O,9220,NN,sirene,siren_direct
325932077,CENTRE DIFFUSION DOCUMENTAT SPECTACLE,,63.11Z,O,9220,NN,sirene,siren_direct
325964237,SOCIETE D AGRICULTURE DEVELOPPEMENT ET INFORMATIQUE A.D.I.F,,62.02B,O,5432,NN,sirene,siren_direct
325965101,CELLULE ECONOMIQUE DE PICARDIE,,63.11Z,O,9220,NN,sirene,siren_direct
326398583,ASSOCIATION DECLINAISONS,,63.11Z,O,9220,NN,sirene,siren_direct
326833316,ASS FORAGE BTP,,62.02A,O,9220,NN,sirene,siren_direct
326836368,ASSOCIATION DES TROIS MONDES,,63.11Z,O,9220,NN,sirene,siren_direct
327166963,ADICE,,63.11Z,O,9220,NN,sirene,siren_direct
327327326,ARTISTE MONDE CONTRE APARTHEID,,63.11Z,O,9220,NN,sirene,siren_direct
327438966,APLON NORD,,63.11Z,O,9220,NN,sirene,siren_direct
327968863,ASSOCIATION DISTRICT INFORMATIONS,,63.11Z,O,9220,NN,sirene,siren_direct
328163589,ASS RENNES VERTE,,63.11Z,O,9220,NN,sirene,siren_direct
328348024,INOVAT DEVELOP CONSEIL ID PLUS,,63.11Z,O,9220,NN,sirene,siren_direct
328603147,ASSO RENCON CONCER ACTION DEVE,,63.11Z,O,9220,NN,sirene,siren_direct
329033211,ADIR 43,,58.29C,O,9220,NN,sirene,siren_direct
329296826,ASS DEVELOPPEMENT INFORM ARTISANAT,,58.29C,O,9220,NN,sirene,siren_direct
329361893,ASS TECHNIQUES ORGANISAT NOUVELLES,,62.02A,O,9220,NN,sirene,siren_direct
329489819,ADIREB,,62.02A,O,9220,NN,sirene,siren_direct
330074055,CONFEDER FR AMICALES ANCIENS ELEVES,,63.11Z,O,9220,NN,sirene,siren_direct
330166190,ASSO RECHER NEURO LANGU ROUSSI,,63.11Z,O,9220,NN,sirene,siren_direct
330929597,APRIM ANALY PRODU RESSO INFORM,,62.02A,O,9220,NN,sirene,siren_direct
331532143,CENTRE DOCUMENT INTERNATIONALE,,63.11Z,O,9220,NN,sirene,siren_direct
331676221,OPI DES TESCOU'S,,63.11Z,O,9220,01,sirene,siren_direct
331790220,PROMOTIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
331984302,COMMUNICATION INFORMATION QUARTIERS,,63.11Z,O,9220,NN,sirene,siren_direct
332024223,AXIELL FRANCE,,58.29C,O,5710,12,sirene,siren_direct
332051010,EUROP UNIVERS OF AMERICA FRANC,,63.11Z,O,9220,NN,sirene,siren_direct
332304534,VIDEOTEL 44 PROMO DEVEL VIDEO,,63.11Z,O,9220,NN,sirene,siren_direct
332348341,SERVIE PROJET REALI INSTIT NATION TELECO,,62.02A,O,9220,NN,sirene,siren_direct
332480276,MEMOIRE DE LA DROME,,63.11Z,O,9220,01,sirene,siren_direct
332508530,AAPCAO ASS AZUR PROMO CONCEP,,63.11Z,O,9220,NN,sirene,siren_direct
332603646,ETUDES PREHISTOIR ET HISTOIR PAYS LOIRE,,63.11Z,O,9220,NN,sirene,siren_direct
332690981,SISVAC,,58.29C,O,9220,NN,sirene,siren_direct
332711522,TELECOM ETUDE,,62.02A,O,9220,NN,sirene,siren_direct
332776210,ASSOC ARIOD AQUITAINE,,63.11Z,O,9220,NN,sirene,siren_direct
333073062,SOCIETE D INFORMATIQUE DE GESTION ET DE COMMUNICATION,,58.29C,O,5560,12,sirene,siren_direct
333294403,A.I.H.T.I.,,63.11Z,O,9220,NN,sirene,siren_direct
333533628,PROCESS INGENIERIE ETUDES REALISATIONS,,62.01Z,O,9220,NN,sirene,siren_direct
333673218,CENTR INFORM DOCUMENT AFRIQUE AUSTRALE,,63.11Z,O,9220,NN,sirene,siren_direct
333674422,ASS PROMOT TECHNIQ INFORM INDUST GRAPHIQ,,63.11Z,O,9220,NN,sirene,siren_direct
333785327,PIC-ORDI,,63.11Z,O,9220,NN,sirene,siren_direct
333966315,ANTIPODES MEDIAS,,63.11Z,O,9220,NN,sirene,siren_direct
334065695,MEDIATHEQUE REGIONALE BASSE NORMANDIE,,63.11Z,O,9220,NN,sirene,siren_direct
334247095,LOGISUD SERVI INGENI LOGICIEL,,62.01Z,O,5460,NN,sirene,siren_direct
334256344,ARPEJ ASSO ART PAYSAGES JARDIN,,63.11Z,O,9220,NN,sirene,siren_direct
334356342,CLUB INFORMATIQ QUARTIER LEBON,,63.11Z,O,9220,NN,sirene,siren_direct
334413770,TOMBELAINE BRETAGNE,,63.11Z,O,9220,NN,sirene,siren_direct
334487337,GESTFORM,,63.11Z,O,9220,32,sirene,siren_direct
334643749,ART SPORT ET INDUSTRIE,,63.11Z,O,9220,NN,sirene,siren_direct
334735032,GEFISCOPE,,62.02A,O,5458,NN,sirene,siren_direct
334783545,UNION COMMERCIALE AUTUNOISE,,63.11Z,O,9220,NN,sirene,siren_direct
335159141,SAVOIR,,63.11Z,O,9220,NN,sirene,siren_direct
335204913,PROGIMAT,,62.03Z,O,5710,02,sirene,siren_direct
337791776,INTERNATIONAL CLUB 77,,63.11Z,O,9220,NN,sirene,siren_direct
337832885,MIAG PERFORM,,63.11Z,O,9220,NN,sirene,siren_direct
338166978,INSTIT PSYCHOSOMATO PEDAGOGIE,,63.11Z,O,9220,NN,sirene,siren_direct
338300775,ASSOCIATION INFOR ELEVAGE,,63.11Z,O,9220,NN,sirene,siren_direct
338556590,CENTRE GENEALOGIQUE DU FINISTERE,,63.11Z,O,9220,02,sirene,siren_direct
338725054,AGENCE DE DEVELOPPEMENT ECONOMIQUE LOCAL,,63.11Z,O,9220,NN,sirene,siren_direct
338829070,ASS APPLICAT NOUVEAUX SERVICES INFORMATI,,62.02A,O,9220,NN,sirene,siren_direct
338832264,ASS INFORM COMMUN ORGAN MEDIATIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
338944093,MIAGE REALISATIONS,,63.11Z,O,9220,NN,sirene,siren_direct
339391088,ESTIA INNOVATION,,62.02A,O,9220,NN,sirene,siren_direct
339409385,CLUB UTILISATEURS SYSTEMES INFORMATIQUES,,63.11Z,O,9220,NN,sirene,siren_direct
339425852,ASS INDUSTRIELS MAITRISE ENERGIE EXPORT,,63.11Z,O,9220,NN,sirene,siren_direct
339427015,INNOVATION ET COMMUNICATION,,63.11Z,O,9220,NN,sirene,siren_direct
339444960,CENTRE INFORMATION HABITAT ILE DE FRANCE,,63.11Z,O,9220,NN,sirene,siren_direct
339513467,KTS TECHNOLOGIES L INFOTHEQUE,,62.01Z,O,5499,01,sirene,siren_direct
339960130,INFORMATIQUE DOMESTIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
340326693,CEFAR SERVICES,,62.02A,O,9220,NN,sirene,siren_direct
340636299,SERVICE ETUDE PROJET DE L'EFREI,,62.01Z,O,9220,NN,sirene,siren_direct
340636885,CENTRE REGIONALE INFORMATIQUE,,62.01Z,O,9220,NN,sirene,siren_direct
340899202,ASS DEVELOP PROTECTION EMPLOI DISTANCE,,63.11Z,O,9220,NN,sirene,siren_direct
340945187,ACTION MODE ESCP,,63.11Z,O,9220,NN,sirene,siren_direct
340960723,CENTRE INFOR DIFF DOC INFORM TELEMATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
341245348,VOICOLLUMIERE,,63.11Z,O,9220,NN,sirene,siren_direct
341287308,ASS LORRAINE INFORM DOCUMEN FORMAT AGRIC,,63.11Z,O,9220,NN,sirene,siren_direct
341452522,UNION DE COOPERATIVES AGRICOLES BRIENON CHABLIS,,62.01Z,O,6318,NN,sirene,siren_direct
341614675,ASS DIFFUSION DOCUMEN HOSPITAL ET SANTE,,63.11Z,O,9220,NN,sirene,siren_direct
341914257,ASS POUR ENCOURAGEMENT ETUDES ANCIENNES,,63.11Z,O,9220,NN,sirene,siren_direct
342094877,ASS DEVEL ORGAN PROMO ACTIVITE MEDICALE,,63.11Z,O,9220,NN,sirene,siren_direct
342269743,AQUITAINE ELECTRONIQUE INFORMATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
342423449,ASSOC CONSEIL BASCO LANDAIS GEST INFORMA,,63.11Z,O,9220,NN,sirene,siren_direct
342719309,ORGANIS COMMUNIC TELEMATIQ AGRICOL VENDE,,63.11Z,O,9220,NN,sirene,siren_direct
342934866,ASS POINT D'APPUI,,63.11Z,O,9220,NN,sirene,siren_direct
343047205,ASSO GESTION SERVEUR TELEMA LEZIGNANAIS,,63.11Z,O,9220,NN,sirene,siren_direct
343083440,SOCIETE ARDENNAISE DE CANCEROLOGIE,,63.11Z,O,9220,NN,sirene,siren_direct
343668109,CONFERENCE INTERCONSULAIRE REGIONALE,,63.11Z,O,9220,NN,sirene,siren_direct
343682712,OBSERVAT LOYERS AGGLOMERATION PARISIENNE,,63.11Z,O,9220,03,sirene,siren_direct
343801973,ASSOC GESTION DEVELOPPEMENT INFORMATIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
343824652,GROUPE MICRO Z,,63.11Z,O,9220,NN,sirene,siren_direct
344000229,UNION REGIONALE MIDI-PYRENEES DES CENTRES DE GESTION AGREES,,63.11Z,O,9220,NN,sirene,siren_direct
344049580,DEAL SOFTWARE,,62.02B,O,5710,12,sirene,siren_direct
344102678,ASS EXPERTS CONCEP ASSIS PAR ORDINATEUR,,62.02A,O,9220,NN,sirene,siren_direct
344124300,RESEAU EUROPEEN INTEGRE IMAGE SERVICES,,63.11Z,O,9220,NN,sirene,siren_direct
344246152,NOUVEAUX ESPACES DES MARCHES OCEANIQUES,,63.11Z,O,9220,NN,sirene,siren_direct
344473129,UNION INTERNATIONALE DE PHLEBOLOGIE,,63.11Z,O,9260,NN,sirene,siren_direct
344737721,DIADEME INGENIERIE,,62.01Z,O,5458,02,sirene,siren_direct
344799689,LABORATOIR RECHERCH ETUD MUTATION INDUST,,63.11Z,O,9220,NN,sirene,siren_direct
344848973,ASS LORRAINE D'INFORMATIQUE ET SERVICES,,62.02A,O,9220,NN,sirene,siren_direct
345354401,INTELLIGENCE ARTIFICIELLE EN IMAGERIE,,63.11Z,O,9260,NN,sirene,siren_direct
347396749,AZIMUT,,63.11Z,O,9220,NN,sirene,siren_direct
347411837,AMICALE EXPOSANTS PAYS DE SARREBOURG,,63.11Z,O,9260,NN,sirene,siren_direct
347424038,CTRE ORGANIS GESTION INFORMATIQ THEMATIQ,,63.11Z,O,9220,NN,sirene,siren_direct
347506057,ASS SALON REGION MAISON INDIV ET HABITAT,,63.11Z,O,9220,NN,sirene,siren_direct
347596215,ASS INITIATIVE EMPLOI PAYS DE LOIRE,,63.11Z,O,9220,NN,sirene,siren_direct
347638975,CENTRE ETUDE REALISAT INTERASSOCIATIVESS,,63.11Z,O,9220,NN,sirene,siren_direct
347644130,ASS LES AMIS DE L'ANNE EPIGRAPHIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
347828477,ACTION PARIS JUNIOR ENT DE L INSEEC,,63.11Z,O,9220,NN,sirene,siren_direct
347896938,NANTES CONGRES SERVICE,,63.11Z,O,9220,NN,sirene,siren_direct
347975393,ASS ARTCIBLE COMMUNICATION,,63.11Z,O,9220,NN,sirene,siren_direct
348282328,CORIEL,,62.02A,O,5710,NN,sirene,siren_direct
348301243,JUNIOR ESIEE PARIS,,62.02B,O,9220,NN,sirene,siren_direct
348449612,PROMOTION ET RATIONALISATION DE L'INFORMATION SOCIALE MEDIDO-PSYCHOLOGIQUE ET EDUCATIVE P.R.I.S.M.E,,63.11Z,O,9220,NN,sirene,siren_direct
348692591,SOFT RACING L INFORMATIQUE EN STICKS,,63.11Z,O,9220,NN,sirene,siren_direct
348753047,ACPUSI,,62.02A,O,9220,01,sirene,siren_direct
348847864,GRANDES ECOLES COMMUNICATION,,63.11Z,O,9220,NN,sirene,siren_direct
348916958,ASS LIAISON OFFRE INFORMAT SPECIALISEES,,63.11Z,O,9220,NN,sirene,siren_direct
348980996,INST DE DROIT COMMUNAUTAIRE ET EUR,,63.11Z,O,9260,NN,sirene,siren_direct
349011718,NSIGMA,,62.01Z,O,9220,NN,sirene,siren_direct
349225052,ASS DEVELOPPEMENT INFORMATIQUE MOSELLE,,62.02A,O,9260,NN,sirene,siren_direct
349230672,INSTITUT HOMEOPATHIE BIOTHERAPIE EST,,63.11Z,O,9220,NN,sirene,siren_direct
349568758,ASS CLUB DE L UNITE XX EME,,63.11Z,O,9220,NN,sirene,siren_direct
349598284,ASS RECHERCHE DEVEL BIOLOG INFORM MAGNOT,,63.11Z,O,9220,NN,sirene,siren_direct
349725275,OBSERVATOIRE MOND SYSTEMES COMMUNICATION,,63.11Z,O,9220,NN,sirene,siren_direct
350194122,INTERCONSULAIRE SOMME,,63.11Z,O,9220,NN,sirene,siren_direct
350234290,JUNIOR CENTRALESUPELEC,,62.02A,O,9220,NN,sirene,siren_direct
350256301,INFORMATIQUE CLUB BOLOGNE,,62.01Z,O,9220,NN,sirene,siren_direct
350464947,CENTRE TRAITEMENT INFORMATIQUE LANDAIS,,63.11Z,O,9220,NN,sirene,siren_direct
350658142,ZODIAQUE,,63.11Z,O,9220,NN,sirene,siren_direct
350733739,MARKETING SPONSORING ASSOC JUNIOR SERVIC,,63.11Z,O,9220,NN,sirene,siren_direct
350761888,ASSOC DEVELOP ET EXPLOIT DE GERALDINE 42,,63.11Z,O,9220,NN,sirene,siren_direct
350789491,ETUDES OPTRONIQUE LOGICIELS ELECTRONIQUE,,62.02A,O,9220,NN,sirene,siren_direct
350796173,FONDATION COMMUNICATION MILIEU RURAL,,63.11Z,O,9220,NN,sirene,siren_direct
351032719,ARC EN CIEL COMMUNICATION,,63.11Z,O,9220,NN,sirene,siren_direct
351476957,ASS JOURN INTERN PHARMA PARIS ILE FRANCE,,63.11Z,O,9220,NN,sirene,siren_direct
351935572,EDUCATION ENTREPRISE,,63.11Z,O,9220,NN,sirene,siren_direct
351963327,ASSOCIATION VOSGES LOGEMENT,,63.11Z,O,9220,NN,sirene,siren_direct
352155329,ASSOC EXPERTS POUR L INFORMATION,,63.11Z,O,9220,NN,sirene,siren_direct
352182307,ALINETIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
352349807,TELEMATIQUE ET ENSEIGNANTS,,63.11Z,O,9220,NN,sirene,siren_direct
352369417,INST AULNAYSIEN DEVELOPPEME INFORMATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
352409064,VALORISATION INNOVATION RECHERCHE UPS,,63.11Z,O,9220,NN,sirene,siren_direct
352705644,CINE PRESS INTERNATIONAL,,63.11Z,O,9220,NN,sirene,siren_direct
352722581,ASS DEVELOP DE COMMUNICATION DEFENSE,,63.11Z,O,9220,NN,sirene,siren_direct
352795223,GROUPEMENT COOPERATIF MUTUALITE SOLIDARI,,63.11Z,O,5560,NN,sirene,siren_direct
352798425,CTRE ECHANGE ET TRAITEMENT INFORMATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
352986285,FESTIVAL BIG BANG BANLIEUE,,63.11Z,O,9220,NN,sirene,siren_direct
353081292,RELIANCES,,63.11Z,O,9220,NN,sirene,siren_direct
353147531,ASS PROMOTION DE L'EMPLOI A METZ,,63.11Z,O,9260,NN,sirene,siren_direct
353278989,FED INTER REDACTEURS EN CHEF SECTION FRS,,63.11Z,O,9220,NN,sirene,siren_direct
353303431,UNION REG BRETONNE CENTRE GESTION AGREE,,63.11Z,O,9220,NN,sirene,siren_direct
353327190,ASS SPRINT 640,,62.02A,O,9220,NN,sirene,siren_direct
353444318,LA LETTRE DE L'AUDE,,63.11Z,O,9220,NN,sirene,siren_direct
353460652,EGC ENTREPRISE,,62.02A,O,9220,NN,sirene,siren_direct
353523046,ASSOCIATION CRISTAL,,62.02A,O,9220,NN,sirene,siren_direct
353548118,MEDIASTOCK,,63.11Z,O,9220,NN,sirene,siren_direct
353605231,ART DIXEL INITIATION,,63.11Z,O,9220,NN,sirene,siren_direct
353714983,MERCURE COMMUNICATION,,63.11Z,O,9220,NN,sirene,siren_direct
353762941,ASS SERVICES CONNEXES A L INFORMATIQUE,,62.01Z,O,9220,NN,sirene,siren_direct
353812001,ASS COL CANTO,,63.11Z,O,9220,NN,sirene,siren_direct
353886880,A.N.A.P.S.E.M.E,,63.11Z,O,9220,NN,sirene,siren_direct
353890221,EPARGNE SOLIDARITE DEVELOPPEMENT,,63.11Z,O,9220,NN,sirene,siren_direct
353975733,FONDATION JEUNESSE AVENIR ENTREPRISE,,58.29C,O,9300,12,sirene,siren_direct
377583729,MOUVEMT POUR DEVELOP SOCIAL LOCAL,,63.11Z,O,9220,NN,sirene,siren_direct
377913215,BATITHEQUE,,63.11Z,O,9220,NN,sirene,siren_direct
378045413,ASS DEP INFORMAT ETUDES CONSEILLERS GENE,,63.11Z,O,9260,NN,sirene,siren_direct
378068522,IN FORMATION,,62.02A,O,5499,NN,sirene,siren_direct
378341598,INSTIT RECHERCHE FORMAT APPLIQ ORGANIS,,63.11Z,O,9220,NN,sirene,siren_direct
378436638,PLURIELS ASSOCIATIONS,,62.02A,O,9220,NN,sirene,siren_direct
378439814,ASSOCIATION EVASION VOYAGE AVENTURE,,63.11Z,O,9220,NN,sirene,siren_direct
378440044,APPLIGOS,,62.01Z,O,5499,11,sirene,siren_direct
378727275,B2 COMMUNICATION,,63.11Z,O,9220,NN,sirene,siren_direct
378773527,INSTITUT POLITIQUES & TECHNOLOGIES,,63.11Z,O,9220,NN,sirene,siren_direct
379014673,ASS TELEMAQUE,,62.01Z,O,9220,NN,sirene,siren_direct
379088495,LA CENTRALE DES ENTREPRISES,,63.11Z,O,9220,NN,sirene,siren_direct
379138985,HACIA,,63.11Z,O,9220,NN,sirene,siren_direct
379141377,COMITE SCIENTIFIQUE ARDENNAIS REVINOIS,,63.11Z,O,9220,NN,sirene,siren_direct
379193642,ASSOCIATION SOCIETES,,63.11Z,O,9220,NN,sirene,siren_direct
379210529,CREATIONS PRODUITS DE COLLONGES LA ROUGE,,63.11Z,O,9220,NN,sirene,siren_direct
379239536,ASS ETUDE EUROCENTRE MARCHANDISE TOULOUS,,63.11Z,O,9220,NN,sirene,siren_direct
379262306,CTRE DE DOCUMENT SPECIALISE ASTRONOMIE,,63.11Z,O,9220,NN,sirene,siren_direct
379416233,ASS DE MICRO INFORMATIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
379419864,ANDPE,,63.11Z,O,9220,NN,sirene,siren_direct
379445943,SOC FRSE DEVELOP INFORMATION CHIMIE,,63.11Z,O,9220,NN,sirene,siren_direct
379568512,ARTITEL TELEMATI AU SERVICE DES ARTISANT,,62.01Z,O,9220,NN,sirene,siren_direct
379799703,MICROTEL CLUB CHAUMONT,,62.02A,O,9220,NN,sirene,siren_direct
379834351,TRIDOM,,62.02A,O,5499,NN,sirene,siren_direct
379864325,ASS PROMOTION UTILISATION INFORMATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
379920564,ANCENIS LEADER  S,,63.11Z,O,9220,NN,sirene,siren_direct
380195743,ASSOCIATION ELLIPSES,,63.11Z,O,9220,NN,sirene,siren_direct
380286971,ATLOG,,62.01Z,O,5499,NN,sirene,siren_direct
380347344,ASSOCIATION INFORMER AGIR,,63.11Z,O,9260,NN,sirene,siren_direct
380366336,GROUPE D ETUDES DES TOURBIERES,,63.11Z,O,9220,NN,sirene,siren_direct
380366690,ASSOCIATION PROMOTION INFORMATIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
380447516,ASS INFORMATIQUE LOIR ET SARTHE,,62.01Z,O,9220,NN,sirene,siren_direct
380573162,CTRE DOCUMENT INFORMATION DU TIERS MONDE,,63.11Z,O,9220,NN,sirene,siren_direct
380754416,CLUB DES AFFILIES DU LAAS DU CNRS,,63.11Z,O,9220,NN,sirene,siren_direct
380891168,ASS ACCUEIL REDON CENTRE,,63.11Z,O,9220,NN,sirene,siren_direct
380952663,ASSOC MEDITER INTERCULT COMMUNIC AMITIE,,63.11Z,O,9220,NN,sirene,siren_direct
381000652,ANALYSE DE LOGICIELS D'ENTREPRISE,,62.01Z,O,9220,NN,sirene,siren_direct
381074004,ASS COMMUNICAT INFORMATION AIDE DECISION,,63.11Z,O,9220,NN,sirene,siren_direct
381166792,ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS,,63.11Z,O,9220,11,sirene,siren_direct
381194976,ASS Z'OREILLES AU SHOW,,63.11Z,O,9220,NN,sirene,siren_direct
381254705,PROCOTEL,,63.11Z,O,9220,NN,sirene,siren_direct
381386804,APLIM L'ASSO,,58.29C,O,9220,NN,sirene,siren_direct
381436773,GROUPEMENT OPUS,,62.01Z,O,9220,NN,sirene,siren_direct
381607365,ASSOCIATION EDEL,,62.02A,O,9220,NN,sirene,siren_direct
381671809,SERVICE INFO,,63.11Z,O,9220,NN,sirene,siren_direct
381672146,CENTRE DESIGN EST FRANCE,,63.11Z,O,9220,NN,sirene,siren_direct
381783471,A PLUS B,,63.11Z,O,9220,NN,sirene,siren_direct
381839851,ENA RECHERCHES,,63.11Z,O,9220,NN,sirene,siren_direct
382146025,FEDER EUR ASS REG AIDE PREP TRANSM ENTR,,63.11Z,O,9220,NN,sirene,siren_direct
382165371,ACTION COMMUNICATION FILIERE ELECTRIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
382247625,INSTITUT COOPERATIF NORD ECOLE MODERNE,,63.11Z,O,9220,NN,sirene,siren_direct
382290294,LA SANTA MARIA,,63.11Z,O,9220,NN,sirene,siren_direct
382291128,DE CAUSE A IMAGE,,63.11Z,O,9220,NN,sirene,siren_direct
382295103,MOEANA,,63.11Z,O,9220,NN,sirene,siren_direct
382490274,VIRISCOM ASS INFORMATIQUE COMMUNICATION,,63.11Z,O,9220,NN,sirene,siren_direct
382747715,INSTITUT EUROPEEN CIRCUIT IMPRIME FRANCE,,63.11Z,O,9220,NN,sirene,siren_direct
382755957,ASS DEVELOP MECENAT BASE INNOVA TECHNOLO,,63.11Z,O,9220,NN,sirene,siren_direct
382806123,ASS REGARDER VOIR,,63.11Z,O,9220,NN,sirene,siren_direct
382892651,ASS POUR LE FORUM TOULOUSE TECHNOLOGIES,,63.11Z,O,9220,01,sirene,siren_direct
382910891,L'INFORMATIQUE AUDONIENNE,,62.02A,O,9220,NN,sirene,siren_direct
382980415,ASSOC POUR L'AIDE A LA PUBLICATION,,63.11Z,O,9220,NN,sirene,siren_direct
383002409,ACTION HD,,63.11Z,O,9220,NN,sirene,siren_direct
383113511,INFOTRANS,,63.11Z,O,9220,NN,sirene,siren_direct
383169489,ASSOCIATION TOURISMATIQUE ALSACE,,63.11Z,O,9260,NN,sirene,siren_direct
383182912,ASSOCIATION ACTION ENVIRONNEMENT DROIT,,63.11Z,O,9220,NN,sirene,siren_direct
383211968,ASS ENTREPRISE LIVRE UNIVERSITE,,63.11Z,O,9220,NN,sirene,siren_direct
383295573,GESTION DE LA BOUTIQUE DE L ASSEMBLEE NATIONALE,,63.11Z,O,9220,02,sirene,siren_direct
383309101,COMITE FRANCAIS ETUDES AFRICAINES,,63.11Z,O,9220,NN,sirene,siren_direct
383330776,ASS PROMOTION ETUDE GERONTOLOGIE TOULOIS,,63.11Z,O,9220,NN,sirene,siren_direct
383364866,INFOR ASSOCIATIONS,,62.02A,O,9220,NN,sirene,siren_direct
383482833,ASS UNION ALPINE PRESTATIONS,,63.11Z,O,9220,NN,sirene,siren_direct
383524691,INTERACTION FRANCE PORTUGAL,,63.11Z,O,9220,NN,sirene,siren_direct
383637949,ASSOC DE GRAPHOLOGIE DE MIDIPYRENEES,,63.11Z,O,9220,NN,sirene,siren_direct
383753951,SERVICES PLUS,,63.11Z,O,9220,NN,sirene,siren_direct
383849411,ASS POUR L'AMELIORATION DE LA COMMUNICAT,,63.11Z,O,9220,NN,sirene,siren_direct
383997426,ASSOCIATION NOTRE PAIN,,63.11Z,O,9220,NN,sirene,siren_direct
384017919,AMARRE SECURITE,,63.11Z,O,9220,NN,sirene,siren_direct
