siren,denominationUniteLegale,activitePrincipaleUniteLegale,sources,methode_jointure
890784853,TERRATECH HEBERGEMENT,63.11Z,ess_france|sirene,siren_direct
890794555,LUATIX,58.29C,ess_france|sirene,siren_direct
890901424,SLASH TRES HAUT DEBIT,58.29A,ess_france|sirene,siren_direct
890903859,MARGUERITE INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
890922990,SYNHOSTINGER,62.02B,ess_france|sirene,siren_direct
890923105,ASSOCIATION SOLIDARITE NUMERIQUE ELBEUVIENNE,62.02A,ess_france|sirene,siren_direct
890927056,MA BOUSSOLE AIDANTS,63.11Z,ess_france|sirene,siren_direct
891079592,COOPERATIVE NUMERIQUE DES 7 VALLEES,62.02A,ess_france|sirene,siren_direct
891139495,SAVADENN,62.02A,ess_france|sirene,siren_direct
891161879,CIBLE.PRO,63.12Z,ess_france|sirene,siren_direct
891169336,LOGICIELS LIBRES ET LINUX GRAND-COGNAC,62.02B,ess_france|sirene,siren_direct
891262222,DEMOKREYOL,63.12Z,ess_france|sirene,siren_direct
891400632,RCF MULTIMEDIA NORMANDIE,63.12Z,ess_france|sirene,siren_direct
891462657,LE CARRE NUMERIQUE,63.11Z,ess_france|sirene,siren_direct
891469322,HOSTSERV,63.11Z,ess_france|sirene,siren_direct
891512782,OUTREMER NEWS,63.12Z,ess_france|sirene,siren_direct
891577504,TON RESTO A LA MAISON,63.12Z,ess_france|sirene,siren_direct
891583205,FRANCE CYBER MARITIME,62.02A,ess_france|sirene,siren_direct
891785263,CIVICPOWER (CP),62.01Z,ess_france|sirene,siren_direct
891830945,ZIANA MEDIAS FRANCE,63.12Z,ess_france|sirene,siren_direct
891859597,ATOOT',63.12Z,ess_france|sirene,siren_direct
891906885,NEOVIA STUDIO,58.21Z,ess_france|sirene,siren_direct
891907206,4ROUESMOTRICES.COM (4RM),63.12Z,ess_france|sirene,siren_direct
891953788,HACKORD,62.02B,ess_france|sirene,siren_direct
892017690,AUGORA,62.01Z,ess_france|sirene,siren_direct
892035072,WIKI.COOP,63.12Z,ess_france|sirene,siren_direct
892210758,PROJETS EDALY,63.11Z,ess_france|sirene,siren_direct
892376401,LEFUTURMEDICAL,62.01Z,ess_france|sirene,siren_direct
892480328,SCOPOPOP,62.01Z,ess_france|sirene,siren_direct
892530650,GEMOLOGIE,63.12Z,ess_france|sirene,siren_direct
892664772,ENSEMBLE A TABLE,63.12Z,ess_france|sirene,siren_direct
892726217,LEMONE,63.11Z,ess_france|sirene,siren_direct
892829177,LOVNYWEB,62.01Z,ess_france|sirene,siren_direct
892945171,ELYPSE HOLDING,63.11Z,ess_france|sirene,siren_direct
893151357,SOCIETE COOPERATIVE D'ETUDE ET PROGRAMMATION,62.01Z,ess_france|sirene,siren_direct
893196410,JOLLY ROGER PRODUCTIONS,58.21Z,ess_france|sirene,siren_direct
893202705,GAMESTUDIO,63.12Z,ess_france|sirene,siren_direct
893261958,DIGITRANSITION,63.12Z,ess_france|sirene,siren_direct
893302760,LORDHOSTING (LDH),63.11Z,ess_france|sirene,siren_direct
893495259,LA FABRIQUE DES POSSIBLES,63.12Z,ess_france|sirene,siren_direct
893634048,REPTIGO,63.11Z,ess_france|sirene,siren_direct
893692202,BON VOYAGE,63.12Z,ess_france|sirene,siren_direct
894235845,LE MEDIA EN 4-4-2,63.12Z,ess_france|sirene,siren_direct
894476860,A&A WEB ASSOCIATION,62.01Z,ess_france|sirene,siren_direct
894499730,FOCUS CULTURES,63.12Z,ess_france|sirene,siren_direct
894684562,BIEN VU,63.12Z,ess_france|sirene,siren_direct
894729961,CONNEX,62.02A,ess_france|sirene,siren_direct
894739846,LA COOPERATIVE DES INTERNETS,62.01Z,ess_france|sirene,siren_direct
894832054,CLOUD POINT EUROPE,62.01Z,ess_france|sirene,siren_direct
895123388,SOLIDARITE DOMICILE,63.12Z,ess_france|sirene,siren_direct
895184448,MYDAD - DIRECTION ADMINISTRATION DIGITALE 4.0,62.01Z,ess_france|sirene,siren_direct
895292480,ETIOME,63.12Z,ess_france|sirene,siren_direct
897425880,ECOWAN,63.11Z,ess_france|sirene,siren_direct
897536512,IDO2020,62.01Z,ess_france|sirene,siren_direct
897544078,GROUPE EPSILON,63.11Z,ess_france|sirene,siren_direct
897560330,FEELU,62.01Z,ess_france|sirene,siren_direct
897568556,VSCAPE,62.02A,ess_france|sirene,siren_direct
897638631,ASSOCIATION SEYNOISE D'AIDE ET D'ACCOMPAGNEMENT AU NUMERIQUE ( ASAAN ),62.02B,ess_france|sirene,siren_direct
897725891,ASSOCIATION POUR LA RECHERCHE ET LA DISTRIBUTION DE SYSTEME ET LOGICIEL,58.29C,ess_france|sirene,siren_direct
898233432,TRENCAVEL STUDIO,62.01Z,ess_france|sirene,siren_direct
898294152,BROCLOUD,63.11Z,ess_france|sirene,siren_direct
898309018,SOWTEK HEBERG,63.11Z,ess_france|sirene,siren_direct
898360169,FLOWHOST,63.11Z,ess_france|sirene,siren_direct
898373493,LIVE IN 3D,62.01Z,ess_france|sirene,siren_direct
898526462,DELTA CORE,62.01Z,ess_france|sirene,siren_direct
898555289,FAMOBUTY,62.01Z,ess_france|sirene,siren_direct
898562186,GROUPE MINASTE,62.01Z,ess_france|sirene,siren_direct
898767918,HOSTOLAB,62.02A,ess_france|sirene,siren_direct
898831151,CINEVERSE,63.12Z,ess_france|sirene,siren_direct
898831896,MEGALO PRODUCTION,63.12Z,ess_france|sirene,siren_direct
899144463,ZOOM VERSAILLES,63.11Z,ess_france|sirene,siren_direct
899150494,ANDESY,62.02A,ess_france|sirene,siren_direct
899219026,CYBER'ISULA,62.02A,ess_france|sirene,siren_direct
899225726,MUGIWARAPP,63.12Z,ess_france|sirene,siren_direct
899253124,X-HEBERG,63.11Z,ess_france|sirene,siren_direct
899259311,AXIAL HOST,63.11Z,ess_france|sirene,siren_direct
899349831,GESTION ASSOCIATIVE DES LOCAUX ASSOCIATIFS (G.A.L.A.),62.01Z,ess_france|sirene,siren_direct
899459887,REDHEBERG,63.11Z,ess_france|sirene,siren_direct
899523450,WORLDWIDE OPEN CYBERSECURITY ASSOCIATION (WOCSA),62.02A,ess_france|sirene,siren_direct
899604854,ASSISTPC-AJE,62.02B,ess_france|sirene,siren_direct
899606172,LA PASSERELLE SOLIDARITE 78,62.01Z,ess_france|sirene,siren_direct
899612568,DEUXFLEURS,63.11Z,ess_france|sirene,siren_direct
899771653,T3DDY,58.21Z,ess_france|sirene,siren_direct
899829253,OWLNEXT,62.02A,ess_france|sirene,siren_direct
900482340,SOCIALEO,62.01Z,ess_france|sirene,siren_direct
900484866,ASSOCIATION POUR LA PROMOTION DE LA LITTERATURE OUVRIERE,63.12Z,ess_france|sirene,siren_direct
900553132,EVENT'NET,62.03Z,ess_france|sirene,siren_direct
900599648,PWY & FRIENDS,62.01Z,ess_france|sirene,siren_direct
900679515,FLYCORP,63.11Z,ess_france|sirene,siren_direct
900702283,ATOMA GAMES,58.21Z,ess_france|sirene,siren_direct
900839010,KAZ,63.11Z,ess_france|sirene,siren_direct
900973124,POTAGER.ORG,63.11Z,ess_france|sirene,siren_direct
901076927,SERVICE INFORMATIQUE PARTAGE POUR ESMS,62.02A,ess_france|sirene,siren_direct
901090845,PROJECT HEBERG,63.11Z,ess_france|sirene,siren_direct
901091199,LUX SINE NOMINE,58.21Z,ess_france|sirene,siren_direct
901277798,DAYHOSTING,63.11Z,ess_france|sirene,siren_direct
901315069,SOCIAL MUSIC AWARDS,63.12Z,ess_france|sirene,siren_direct
901447417,CLUSTERHEBERG,63.11Z,ess_france|sirene,siren_direct
901493817,DATAXWAY,63.11Z,ess_france|sirene,siren_direct
901585257,GALAXY GROUP,63.11Z,ess_france|sirene,siren_direct
901649491,PLAN DE MATCH,63.12Z,ess_france|sirene,siren_direct
901754333,INSERMATIK,62.01Z,ess_france|sirene,siren_direct
901841783,SPACEINT,63.11Z,ess_france|sirene,siren_direct
901925172,CRESCENDO MEDIA,63.11Z,ess_france|sirene,siren_direct
901925669,CERFIA,63.11Z,ess_france|sirene,siren_direct
902210038,ACTIONS ET DIFFUSION,63.12Z,ess_france|sirene,siren_direct
902259662,ANAPTIXI,63.12Z,ess_france|sirene,siren_direct
902261015,HUBIDIUM,63.11Z,ess_france|sirene,siren_direct
902299023,COREHOST SOLUTIONS,63.11Z,ess_france|sirene,siren_direct
902434448,MORSO,62.01Z,ess_france|sirene,siren_direct
902461201,MY HEBERGE,63.11Z,ess_france|sirene,siren_direct
902468040,ALOUETTE,62.01Z,ess_france|sirene,siren_direct
902571116,CLOUDHEBERGE,63.11Z,ess_france|sirene,siren_direct
902588417,NDS-HEBERG,63.11Z,ess_france|sirene,siren_direct
902773050,NOESYA,62.01Z,ess_france|sirene,siren_direct
902797463,COMMUNAUTE DE HACKING DE L'ESIEE-IT,62.01Z,ess_france|sirene,siren_direct
902840719,WINVEER,63.12Z,ess_france|sirene,siren_direct
903007128,13 ASSOCIATION CONNECT SOLIDAIRE (13ACS),62.01Z,ess_france|sirene,siren_direct
903093987,ASSOCIATION FRWBY,63.12Z,ess_france|sirene,siren_direct
903301737,OPENWINDMAP,63.12Z,ess_france|sirene,siren_direct
903337525,"SIFRIATENOU, NOTRE BIBLIOTHEQUE",63.12Z,ess_france|sirene,siren_direct
903397024,FONDS DE DOTATION LE PONT,63.12Z,ess_france|sirene,siren_direct
903447142,KODYSSEE,62.01Z,ess_france|sirene,siren_direct
903511285,TRALELHO,62.01Z,ess_france|sirene,siren_direct
903573608,GROUPANET,62.01Z,ess_france|sirene,siren_direct
903779122,SILO PRODUCTIONS,63.11Z,ess_france|sirene,siren_direct
903786648,FRAKT MOVEMENT,63.12Z,ess_france|sirene,siren_direct
903864155,DEUSSEARCH - LE 1ER MOTEUR DE RECHERCHE DE JEUX VIDEO EN FONCTION DE TA PERSONNALITE !,63.12Z,ess_france|sirene,siren_direct
904022068,PYTORCH-IGNITE,62.01Z,ess_france|sirene,siren_direct
904094232,FULUTY,58.21Z,ess_france|sirene,siren_direct
904572443,KEY-LAN 2.0 AIDE ET CONSEIL A L'INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
904580107,ASSOCIATION LUTTE CONTRE LA CYBERCRIMINALITE,62.02A,ess_france|sirene,siren_direct
904680238,FRENCH-ROLEPLAY,62.01Z,ess_france|sirene,siren_direct
904750486,LA BIDOUILLE,63.12Z,ess_france|sirene,siren_direct
904949534,ASSOCIATION TI NUAGE,63.11Z,ess_france|sirene,siren_direct
905004396,NOTRECINEMA,63.11Z,ess_france|sirene,siren_direct
905138244,LE BIBLIOCOSME,63.12Z,ess_france|sirene,siren_direct
905142147,MODE D' EMPLOIS,63.12Z,ess_france|sirene,siren_direct
905151130,NEBULAE,63.12Z,ess_france|sirene,siren_direct
905171401,L'ATELIER  DU SCRIBE EDITEUR,63.12Z,ess_france|sirene,siren_direct
905388195,PROVENCE NUMERIQUE,62.02B,ess_france|sirene,siren_direct
907495113,CLUB IKOS,62.01Z,ess_france|sirene,siren_direct
907621015,LA VOIX DU VOTE,62.01Z,ess_france|sirene,siren_direct
907803506,LIBRAHOST,63.11Z,ess_france|sirene,siren_direct
907817480,CHERCHE CONCIERGE,63.12Z,ess_france|sirene,siren_direct
907868921,DES VENTS CLAIRS,62.01Z,ess_france|sirene,siren_direct
907891121,GM PRODUCTION (GESTION MEDIA PRODUCTION),63.12Z,ess_france|sirene,siren_direct
907922322,"COR'SPERTU, W.O.C.",62.01Z,ess_france|sirene,siren_direct
908363955,DEAD PIXELS SOCIETY,62.01Z,ess_france|sirene,siren_direct
908484389,EHEBERG GROUP,63.11Z,ess_france|sirene,siren_direct
908534555,ASSOCIATION ASCLEPIA,62.02A,ess_france|sirene,siren_direct
908638232,KAPOORLABS,62.01Z,ess_france|sirene,siren_direct
908720022,LE PHARE MUSICAL,63.12Z,ess_france|sirene,siren_direct
908720311,BREIZH TEK,62.02A,ess_france|sirene,siren_direct
908853740,L'ARRIERE CUISINE,63.12Z,ess_france|sirene,siren_direct
908944945,MON ASSISTANT CLOUD,62.02A,ess_france|sirene,siren_direct
908957194,ASSOCATION ODV,58.21Z,ess_france|sirene,siren_direct
908960057,BLACK CONNEXION,63.12Z,ess_france|sirene,siren_direct
909104077,TCORPORATION - AGIR AVEC LE NUMERIQUE,62.02A,ess_france|sirene,siren_direct
909116717,WAVECLOUD,63.11Z,ess_france|sirene,siren_direct
909167553,SOLATYPIC,62.01Z,ess_france|sirene,siren_direct
909170334,CSSCADE,62.02A,ess_france|sirene,siren_direct
909353211,ASSOCIATION LRM CATALOGING SOLUTIONS,58.29C,ess_france|sirene,siren_direct
909608572,KIPAZA,62.02A,ess_france|sirene,siren_direct
909703514,PALMACLOUD,63.11Z,ess_france|sirene,siren_direct
909704926,TEDYWARE,62.01Z,ess_france|sirene,siren_direct
909834137,POLYMNY STUDIO,62.02A,ess_france|sirene,siren_direct
909968125,JEED HOME,62.02A,ess_france|sirene,siren_direct
910090133,SOIGNER DANS LE 28,62.01Z,ess_france|sirene,siren_direct
910186774,COSMOS-HOST,62.01Z,ess_france|sirene,siren_direct
910279652,PYRENEES WARGAMES,58.21Z,ess_france|sirene,siren_direct
910317502,ENIGMA,58.21Z,ess_france|sirene,siren_direct
910390525,KEOCLOUD,63.11Z,ess_france|sirene,siren_direct
910537430,WIMBI RENT,62.01Z,ess_france|sirene,siren_direct
910770064,CSIRT HAUTS-DE-FRANCE,62.02A,ess_france|sirene,siren_direct
910886324,GUYANE PARTENAIRES,63.12Z,ess_france|sirene,siren_direct
910924463,SPACEHEBERG,63.11Z,ess_france|sirene,siren_direct
911191260,LA ROOM,63.12Z,ess_france|sirene,siren_direct
911279966,RGA PROD,63.12Z,ess_france|sirene,siren_direct
911328573,DPA EUROPE,63.11Z,ess_france|sirene,siren_direct
911383552,LE NUMERIQUE POUR TOUS,63.12Z,ess_france|sirene,siren_direct
911448298,UNIXFY,62.02A,ess_france|sirene,siren_direct
911485381,COMBAT LE MEDIA,63.12Z,ess_france|sirene,siren_direct
911740371,LA TRAME,63.12Z,ess_france|sirene,siren_direct
911799609,DNS0.EU,62.01Z,ess_france|sirene,siren_direct
911974442,FINISTDEVS,62.01Z,ess_france|sirene,siren_direct
911992105,INTERNET ET MOI - I&M,62.02A,ess_france|sirene,siren_direct
911997104,ALLIANCE BLOCKCHAIN FRANCE,62.01Z,ess_france|sirene,siren_direct
912326022,LES ATELIERS DE CHOUF TOLOSA,63.12Z,ess_france|sirene,siren_direct
912346103,HOSTMYGAMES,63.11Z,ess_france|sirene,siren_direct
912389459,SKOALI,63.12Z,ess_france|sirene,siren_direct
912563780,CAMPUS ASSO,63.12Z,ess_france|sirene,siren_direct
912582186,NANGA PARBAT,63.12Z,ess_france|sirene,siren_direct
912680022,NEWNAME,63.11Z,ess_france|sirene,siren_direct
912874260,LE CLUB DU LIBRE,62.02A,ess_france|sirene,siren_direct
913006656,ACCESS COMMUNITY,62.03Z,ess_france|sirene,siren_direct
913080438,VODGROUP,63.11Z,ess_france|sirene,siren_direct
913125456,NAMEO GAMES,58.21Z,ess_france|sirene,siren_direct
913410775,DIV WEB,62.01Z,ess_france|sirene,siren_direct
913480448,ID-TECH,62.02A,ess_france|sirene,siren_direct
913612917,DELEGATION GENERALE NUMERIQUE - DGNUM,62.01Z,ess_france|sirene,siren_direct
913628665,SCIC TIBILLET COOP,62.01Z,ess_france|sirene,siren_direct
913653705,SPIRKOP,62.01Z,ess_france|sirene,siren_direct
913672424,IMAGO,62.01Z,ess_france|sirene,siren_direct
913880480,EBOP,63.12Z,ess_france|sirene,siren_direct
913926663,SOFTKY GROUP,63.11Z,ess_france|sirene,siren_direct
913934618,CAMPUS REGIONAL DE CYBERSECURITE ET DE CONFIANCE NUMERIQUE NOUVELLE-AQUITAINE,62.02A,ess_france|sirene,siren_direct
913940185,SHIMMYA,63.12Z,ess_france|sirene,siren_direct
913960266,ONE PANTHEON,62.01Z,ess_france|sirene,siren_direct
913980009,LES RESCAPES,63.11Z,ess_france|sirene,siren_direct
914055876,ALLAROUND GROUP,63.12Z,ess_france|sirene,siren_direct
914232541,810,62.02A,ess_france|sirene,siren_direct
914374673,GAMES 4 YOU 2 KNOW,62.02A,ess_france|sirene,siren_direct
914389747,CUMULUS CORPORATION,62.01Z,ess_france|sirene,siren_direct
914632450,GAIA PRODUCTION,62.01Z,ess_france|sirene,siren_direct
914716428,ENVOLE - LE COLLECTIF POUR APPRENDRE A MIEUX VIVRE ENSEMBLE,63.12Z,ess_france|sirene,siren_direct
914790464,PRODUCTIONS 110,62.01Z,ess_france|sirene,siren_direct
914810759,LES SECOURISTES DE FRANCE,63.12Z,ess_france|sirene,siren_direct
914905229,COLLECTIF POUR UNE THESE HEUREUSE,63.12Z,ess_france|sirene,siren_direct
914907548,MA JUSTICE,63.12Z,ess_france|sirene,siren_direct
915040968,SOS RADIO ASSO,62.02A,ess_france|sirene,siren_direct
915276802,HYTALE FRANCE (SITE FRANCAIS COMMUNAUTAIRE HYTALE),63.12Z,ess_france|sirene,siren_direct
915300743,BREAKPOINT CLUB,62.01Z,ess_france|sirene,siren_direct
915320766,EL-TABERNA-HOSTING,63.12Z,ess_france|sirene,siren_direct
917458697,DISPAK,63.12Z,ess_france|sirene,siren_direct
917528556,FRESHPERF,63.11Z,ess_france|sirene,siren_direct
917532293,SWITCH COMPAGNIE,63.11Z,ess_france|sirene,siren_direct
917657348,MARTINIQUE.PRODUCTIONLOCALE.COM,63.12Z,ess_france|sirene,siren_direct
917668014,"CORDIWEB TRAITEMENT DE DONNEES, HEBERGEMENT ET ACTIVITES CONNEXES",63.11Z,ess_france|sirene,siren_direct
917723066,GUIX EUROPE,62.01Z,ess_france|sirene,siren_direct
917868135,MAWAQIT,62.02A,ess_france|sirene,siren_direct
917868770,MENGINE,63.11Z,ess_france|sirene,siren_direct
918047275,SOUTH SIDE TECH,62.02A,ess_france|sirene,siren_direct
918111923,CINE SCOP,62.03Z,ess_france|sirene,siren_direct
918143009,1MINUTE2FORCE,63.12Z,ess_france|sirene,siren_direct
918181264,OPENHEBERG,63.11Z,ess_france|sirene,siren_direct
918199779,MY RESO FORMATION,62.02A,ess_france|sirene,siren_direct
918409152,CONGLOMERAT,58.21Z,ess_france|sirene,siren_direct
918421827,SWAAP,63.11Z,ess_france|sirene,siren_direct
918432014,ESPRIT CLOUD,62.02A,ess_france|sirene,siren_direct
918484627,SEEDLERS INTERACTIVE,62.01Z,ess_france|sirene,siren_direct
918500760,WEB4LIVE ASSOCIATION,63.11Z,ess_france|sirene,siren_direct
918542838,PAC ASSOCIATION,63.12Z,ess_france|sirene,siren_direct
918572272,BLACKHOST HEBERGEMENT,63.11Z,ess_france|sirene,siren_direct
918577214,DEV & FUN,62.01Z,ess_france|sirene,siren_direct
918639402,CYBER'OCC,62.02A,ess_france|sirene,siren_direct
918816141,L'OUVREUSE MAGAZINE,63.12Z,ess_france|sirene,siren_direct
918824566,STORM HEBERG,63.11Z,ess_france|sirene,siren_direct
918897703,VEXCLOUD,63.11Z,ess_france|sirene,siren_direct
919089912,LA MINUTE VERTE,63.12Z,ess_france|sirene,siren_direct
919124362,LA TERRASSE MEDIA,63.12Z,ess_france|sirene,siren_direct
919127134,ANEDIA STUDIO,63.12Z,ess_france|sirene,siren_direct
919135111,ROYALITY,62.01Z,ess_france|sirene,siren_direct
919386466,CLIENTXCMS,62.01Z,ess_france|sirene,siren_direct
919425850,OTOPIA,63.12Z,ess_france|sirene,siren_direct
919497024,SOLINUAGE,63.11Z,ess_france|sirene,siren_direct
919514570,ARCHEOVISION,63.12Z,ess_france|sirene,siren_direct
919598862,OPEN RICH MEDIA INITIATIVE,58.29C,ess_france|sirene,siren_direct
919686287,PETITS LOGICIELS ENTRE AMIS,62.01Z,ess_france|sirene,siren_direct
919741488,GROUPE DELZYION,63.12Z,ess_france|sirene,siren_direct
919807784,ASSOCIATION FIVESERV,63.11Z,ess_france|sirene,siren_direct
919908061,IPIC-ASSO,62.01Z,ess_france|sirene,siren_direct
919924340,Z-ANATOMY,62.01Z,ess_france|sirene,siren_direct
919993659,DIAMOND-HEBERG,63.11Z,ess_france|sirene,siren_direct
920172194,YUNA,62.01Z,ess_france|sirene,siren_direct
920269099,TIBOULEN,63.11Z,ess_france|sirene,siren_direct
920287174,GREWPGROUP,62.01Z,ess_france|sirene,siren_direct
920537511,KAN LA PLAINE LE GADYAMB,63.11Z,ess_france|sirene,siren_direct
920572666,BLUE SQUARE RADIO,62.01Z,ess_france|sirene,siren_direct
920687480,H A,63.11Z,ess_france|sirene,siren_direct
920779485,ASSOCIATION SWN,63.11Z,ess_france|sirene,siren_direct
920950771,SCOPE,63.12Z,ess_france|sirene,siren_direct
920985595,ATMOS,62.01Z,ess_france|sirene,siren_direct
920987526,7 SANTE,58.29C,ess_france|sirene,siren_direct
921242541,KINGPERF,63.11Z,ess_france|sirene,siren_direct
921279444,4NATIONS FR,58.21Z,ess_france|sirene,siren_direct
921466678,RAFTEL,63.12Z,ess_france|sirene,siren_direct
921475927,WEBZINE.VOYAGE,63.12Z,ess_france|sirene,siren_direct
921549812,ASSOCIATION POUR UNE CONSOMMATION CITOYENNE,62.01Z,ess_france|sirene,siren_direct
921641056,INFINITYHEBERG,63.11Z,ess_france|sirene,siren_direct
921697884,CSIRT AVIATION FRANCE,62.02A,ess_france|sirene,siren_direct
921729513,CONIXYS,62.02A,ess_france|sirene,siren_direct
921741971,REEMPLOI REUNION BATIMENT TRAVAUX PUBLICS,63.12Z,ess_france|sirene,siren_direct
921762696,KABEKKA,63.12Z,ess_france|sirene,siren_direct
921838587,YORKHOST,63.12Z,ess_france|sirene,siren_direct
921923470,RUSSEL 69,63.12Z,ess_france|sirene,siren_direct
922014733,LA GARDE DE NUIT,63.11Z,ess_france|sirene,siren_direct
922053939,LOGICIEL 45,62.01Z,ess_france|sirene,siren_direct
922155833,ACCOLADE,62.02A,ess_france|sirene,siren_direct
922189709,KITTENCONNECT,62.03Z,ess_france|sirene,siren_direct
922198015,THEBLACKSIDE,62.02A,ess_france|sirene,siren_direct
922310552,LES AMIS D'ASIALYST,63.12Z,ess_france|sirene,siren_direct
922512934,LES BIOTOPS,63.12Z,ess_france|sirene,siren_direct
922717095,H4,63.12Z,ess_france|sirene,siren_direct
922780887,I C E (INFORMATIQUE COMMUNICATION ELECTRONIQUE),62.02A,ess_france|sirene,siren_direct
922823257,YAPLUKA,62.01Z,ess_france|sirene,siren_direct
922851449,WEBIBI,63.12Z,ess_france|sirene,siren_direct
922857883,C17INFOS,63.12Z,ess_france|sirene,siren_direct
922859392,FABLAB SEVRAN,62.02A,ess_france|sirene,siren_direct
922882295,ARTS EN PROVENCE,63.12Z,ess_france|sirene,siren_direct
922888417,TYLDE,62.01Z,ess_france|sirene,siren_direct
922929880,PINGSERV,62.02A,ess_france|sirene,siren_direct
922970215,TECHNOSTRUCTURES,62.01Z,ess_france|sirene,siren_direct
923020846,SKYYRIXX,63.11Z,ess_france|sirene,siren_direct
923025183,EASYU,63.11Z,ess_france|sirene,siren_direct
923047963,RCM 2,63.12Z,ess_france|sirene,siren_direct
923078778,GROUPE BIONA,63.11Z,ess_france|sirene,siren_direct
923095103,T4 ZONE,63.12Z,ess_france|sirene,siren_direct
923113559,WOOPEAR,62.01Z,ess_france|sirene,siren_direct
923119523,FRNIX,63.12Z,ess_france|sirene,siren_direct
923122709,NFC - NUMERIQUE FOX CLUB,62.02A,ess_france|sirene,siren_direct
923126585,FLASHCLOUD,63.11Z,ess_france|sirene,siren_direct
923128151,XRPL COMMONS,63.11Z,ess_france|sirene,siren_direct
923162143,FLUXY GROUP,63.11Z,ess_france|sirene,siren_direct
923168637,ASSOCIATION DIGITAL HABITAT,63.12Z,ess_france|sirene,siren_direct
923209761,ASSOCIATION AUX SECOURS DES UTILISATEURS VICTIMES DES RANCONGICIELS ( ASECUR ),62.02A,ess_france|sirene,siren_direct
923226047,GROUPE SPEED CLOUD,63.11Z,ess_france|sirene,siren_direct
923239552,FAIS PAS GENRE,63.12Z,ess_france|sirene,siren_direct
923264816,LE COMPTOIR DIGITAL SUD (CDS),62.01Z,ess_france|sirene,siren_direct
923285597,DELZYION'CLOUD (DLZ'CLOUD),63.11Z,ess_france|sirene,siren_direct
923322085,SECRET DE NAISSANCE,62.01Z,ess_france|sirene,siren_direct
923334171,IDIA TECH GRIMPORT DEVELOPPEMENT,62.01Z,ess_france|sirene,siren_direct
923364038,TWENTY-FIVE SCOPE,63.12Z,ess_france|sirene,siren_direct
923395602,PANEL.RIP,62.02A,ess_france|sirene,siren_direct
923398861,METEKI COMMUNICATION,62.02A,ess_france|sirene,siren_direct
923419667,HACK4VALUES,62.02A,ess_france|sirene,siren_direct
923428619,INCLUSIVE METAL,63.12Z,ess_france|sirene,siren_direct
923429419,GOLACO,63.12Z,ess_france|sirene,siren_direct
923446108,COGNITIF & CONNECTE,63.11Z,ess_france|sirene,siren_direct
923471916,VERYCLOUD,63.11Z,ess_france|sirene,siren_direct
923489017,POPSCLOUD,63.11Z,ess_france|sirene,siren_direct
923504989,SCRUTIN,62.01Z,ess_france|sirene,siren_direct
923522627,LES AMIS DU PATRIMOINE EUROPEEN (EN BOURGOGNE - FRANCHE-COMTE),63.12Z,ess_france|sirene,siren_direct
923524326,BADASS,63.12Z,ess_france|sirene,siren_direct
923533186,OXNYA GROUP,63.11Z,ess_france|sirene,siren_direct
923536999,ASTROCLOUD,63.11Z,ess_france|sirene,siren_direct
923546683,MYCELIUMS,62.01Z,ess_france|sirene,siren_direct
923557599,SPEEDI-HEBERG,63.11Z,ess_france|sirene,siren_direct
923562136,NEBULOUS NETWORK,63.11Z,ess_france|sirene,siren_direct
923564595,RESEAU BIM NORMANDIE,62.01Z,ess_france|sirene,siren_direct
923572937,ARKADIAMC GROUP,63.11Z,ess_france|sirene,siren_direct
923602171,ASSOCIATION POUR LA VISIBILITE NUMERIQUE EN FAVEUR DES ACTEURS TOURISTIQUE DE SAINTE-ROSE,63.12Z,ess_france|sirene,siren_direct
923606602,VERSATIL ET COMPAGNIE,62.01Z,ess_france|sirene,siren_direct
923613483,LA FRASQUE,63.12Z,ess_france|sirene,siren_direct
923620660,DATA GOVERNANCE ALLIANCE FOR SMARTER CITIZENS (DG4SC),62.02A,ess_france|sirene,siren_direct
923624456,VIPLE NETWORK SERVICES,62.02A,ess_france|sirene,siren_direct
923629232,NOUT WEB REUNION,62.01Z,ess_france|sirene,siren_direct
923633077,FABULOUS TECHS,63.12Z,ess_france|sirene,siren_direct
923653232,RAKUVEN DEFENSE,62.01Z,ess_france|sirene,siren_direct
923678148,PC PAS SORCIER,62.02A,ess_france|sirene,siren_direct
923682918,AUTIS'CONECT,62.01Z,ess_france|sirene,siren_direct
923689137,HESS-GROUP,63.11Z,ess_france|sirene,siren_direct
923689152,RONY,63.11Z,ess_france|sirene,siren_direct
923695217,LAMAISONRP,58.21Z,ess_france|sirene,siren_direct
923697932,STVALERYCOEURDECAUX COMMUNICATION,63.12Z,ess_france|sirene,siren_direct
923703169,SKYHOST,63.11Z,ess_france|sirene,siren_direct
923715338,GROUPE TYSKO,63.11Z,ess_france|sirene,siren_direct
923726905,SPACESHIP CRAFTING,58.21Z,ess_france|sirene,siren_direct
923737936,ENGENIWEB,63.12Z,ess_france|sirene,siren_direct
923767495,SUPERCHICANE,63.12Z,ess_france|sirene,siren_direct
923778856,ATHENA-HEBERG,63.11Z,ess_france|sirene,siren_direct
923809644,TOUTEMPS,63.12Z,ess_france|sirene,siren_direct
923809693,ASSOSERVICESWEB,63.12Z,ess_france|sirene,siren_direct
923811343,NOCTIS,58.21Z,ess_france|sirene,siren_direct
923811392,MINAH LABS,63.11Z,ess_france|sirene,siren_direct
